page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url
3058_home,54,858,912,0.05921052631578947,3058,sjr_15094,3058,Retina,journal,"15392864, 0275004X","1,206",Q1,134,360,1138,7578,3394,986,"2,95","21,05",United States,Northern America,Lippincott Williams and Wilkins Ltd.,"1976, 1981-2022",Medicine (miscellaneous) (Q1); Ophthalmology (Q1),Medicine,https://journals.lww.com/retinajournal/pages/default.aspx
3059_home,4,117,121,0.03305785123966942,3059,sjr_15385,3059,Journal of Applied Developmental Psychology,journal,01933973,"1,205",Q1,99,80,261,6128,990,253,"3,21","76,60",United Kingdom,Western Europe,Elsevier BV,1980-2022,Developmental and Educational Psychology (Q1),Psychology,https://www.journals.elsevier.com/journal-of-applied-developmental-psychology
305_home,13,360,373,0.03485254691689008,305,sjr_29263,305,Clinical Cancer Research,journal,"10780432, 15573265","4,603",Q1,362,575,2240,21421,24221,2137,"9,75","37,25",United States,Northern America,American Association for Cancer Research Inc.,1995-2022,Cancer Research (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",https://clincancerres.aacrjournals.org/
3060_home,2,37,39,0.05128205128205128,3060,sjr_16876,3060,Bioconjugate Chemistry,journal,"15204812, 10431802","1,204",Q1,186,238,829,13102,4296,817,"4,76","55,05",United States,Northern America,American Chemical Society,1990-2022,Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1); Pharmacology (Q1),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Engineering; Pharmacology, Toxicology and Pharmaceutics",https://pubs.acs.org/journal/bcches
3061_home,2,85,87,0.022988505747126436,3061,sjr_21100830505,3061,Communication and Sport,journal,"21674809, 21674795","1,204",Q1,26,88,136,5276,589,136,"4,01","59,95",United Kingdom,Western Europe,SAGE Publications Ltd,2015-2022,Communication (Q1); Social Sciences (miscellaneous) (Q1),Social Sciences,https://journals.sagepub.com/home/com
3062_home,4,117,121,0.03305785123966942,3062,sjr_21100836194,3062,ICT Express,journal,24059595,"1,204",Q1,35,178,219,4312,1543,218,"6,75","24,22",South Korea,Asiatic Region,Korean Institute of Communications Information Sciences,2015-2022,Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1),Computer Science,https://www.journals.elsevier.com/ict-express/
3064_home,8,596,604,0.013245033112582781,3064,sjr_14026,3064,Human Resources for Health,journal,14784491,"1,203",Q1,74,103,333,4310,1525,325,"4,58","41,84",United Kingdom,Western Europe,BioMed Central Ltd.,2003-2022,"Public Administration (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine; Social Sciences,https://human-resources-health.biomedcentral.com/
3065_home,2,85,87,0.022988505747126436,3065,sjr_15806,3065,International Public Management Journal,journal,"15593169, 10967494","1,203",Q1,53,83,127,6436,468,120,"3,46","77,54",United Kingdom,Western Europe,Taylor and Francis Ltd.,1998-2022,Business and International Management (Q1); Public Administration (Q1),"Business, Management and Accounting; Social Sciences",https://www.tandfonline.com/loi/upmj20
3066_home,4,117,121,0.03305785123966942,3066,sjr_25987,3066,Social Networks,journal,03788733,"1,203",Q1,109,116,170,8304,607,170,"3,41","71,59",Netherlands,Western Europe,Elsevier BV,1978-2023,Anthropology (Q1); Psychology (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1),Psychology; Social Sciences,https://www.journals.elsevier.com/social-networks
3067_home,4,655,659,0.006069802731411229,3067,sjr_21101042196,3067,Artificial Intelligence in Agriculture,journal,25897217,"1,202",Q1,11,25,33,1444,476,33,"10,26","57,76",China,Asiatic Region,KeAi Communications Co.,2019-2022,Agricultural and Biological Sciences (miscellaneous) (Q1); Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1),Agricultural and Biological Sciences; Computer Science; Engineering,https://www.keaipublishing.com/en/journals/artificial-intelligence-in-agriculture/
3068_home,2,85,87,0.022988505747126436,3068,sjr_21100201916,3068,Pediatric obesity,journal,"20476302, 20476310","1,202",Q1,79,120,335,5413,1407,330,"4,12","45,11",United Kingdom,Western Europe,Wiley-Blackwell for the International Association for the Study of Obesity,2012-2022,"Health Policy (Q1); Nutrition and Dietetics (Q1); Pediatrics, Perinatology and Child Health (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine; Nursing,https://onlinelibrary.wiley.com/journal/20476310
3069_home,16,1980,1996,0.008016032064128256,3069,sjr_21101020041,3069,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",journal,24749567,"1,202",Q1,23,154,396,11261,1992,396,"4,96","73,12",United States,Northern America,Association for Computing Machinery (ACM),"2017, 2019-2022",Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Human-Computer Interaction (Q1),Computer Science,https://dl.acm.org/journal/imwut
306_home,2,85,87,0.022988505747126436,306,sjr_21100981157,306,Annual Review of Cancer Biology,book series,24723428,"4,599",Q1,32,17,67,2215,686,67,"7,70","130,29",United States,Northern America,Annual Reviews Inc.,"2017-2020, 2022",Cancer Research (Q1); Cell Biology (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.annualreviews.org/journal/cancerbio
3070_home,7,583,590,0.011864406779661017,3070,sjr_19900191754,3070,Conflict and Health,journal,17521505,"1,201",Q1,39,64,234,3201,833,220,"3,07","50,02",United Kingdom,Western Europe,BioMed Central Ltd.,2010-2022,"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine; Social Sciences,https://conflictandhealth.biomedcentral.com/
3071_home,6,77,83,0.07228915662650602,3071,sjr_19700182728,3071,"Personality Disorders: Theory, Research, and Treatment",journal,"19492723, 19492715","1,201",Q1,61,83,189,2938,648,184,"2,64","35,40",United States,Northern America,American Psychological Association,"2005, 2010-2022",Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1),Medicine; Psychology,https://www.apa.org/pubs/journals/per/
3072_home,6,557,563,0.010657193605683837,3072,sjr_26913,3072,Advances in Health Sciences Education,journal,"15731677, 13824996","1,200",Q1,75,107,221,6272,880,200,"4,00","58,62",Netherlands,Western Europe,Springer Netherlands,1996-2022,Education (Q1); Medicine (miscellaneous) (Q1),Medicine; Social Sciences,https://www.springer.com/journal/10459
3075_home,13,610,623,0.02086677367576244,3075,sjr_20734,3075,Clinical and Experimental Immunology,journal,"00099104, 13652249","1,200",Q2,150,132,436,5700,2048,410,"4,33","43,18",United Kingdom,Western Europe,Oxford University Press,1966-2022,Immunology (Q2); Immunology and Allergy (Q2),Immunology and Microbiology; Medicine,https://academic.oup.com/cei
3076_home,2,85,87,0.022988505747126436,3076,sjr_21101021052,3076,Journal of the Association for Consumer Research,journal,"23781823, 23781815","1,200",Q1,24,50,135,2102,313,123,"2,46","42,04",United States,Northern America,University of Chicago Press,2016-2022,Applied Psychology (Q1); Economics and Econometrics (Q1); Marketing (Q2),"Business, Management and Accounting; Economics, Econometrics and Finance; Psychology",https://www.journals.uchicago.edu/toc/jacr/current
3077_home,5,301,306,0.016339869281045753,3077,sjr_21100901163,3077,Advanced Structural and Chemical Imaging,journal,21980926,"1,199",Q1,21,0,8,0,39,8,"3,67","0,00",Switzerland,Western Europe,SpringerOpen,2015-2020,"Chemical Engineering (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Spectroscopy (Q1)",Chemical Engineering; Chemistry; Medicine,https://ascimaging.springeropen.com/
3078_home,4,117,121,0.03305785123966942,3078,sjr_24303,3078,Computer Standards and Interfaces,journal,09205489,"1,199",Q1,71,55,158,2749,891,158,"6,28","49,98",Netherlands,Western Europe,Elsevier,1985-2023,Computer Science Applications (Q1); Hardware and Architecture (Q1); Law (Q1); Software (Q1),Computer Science; Social Sciences,https://www.journals.elsevier.com/computer-standards-and-interfaces
3079_home,2,85,87,0.022988505747126436,3079,sjr_13438,3079,Counseling Psychologist,journal,"15523861, 00110000","1,199",Q1,88,46,125,2499,486,124,"3,73","54,33",United States,Northern America,SAGE Publications Inc.,1969-2022,Applied Psychology (Q1),Psychology,https://journals.sagepub.com/home/tcp
307_home,2,85,87,0.022988505747126436,307,sjr_21100457028,307,Science advances,journal,23752548,"4,598",Q1,214,2211,5372,139284,75209,5342,"13,01","63,00",United States,Northern America,American Association for the Advancement of Science,2015-2022,Multidisciplinary (Q1),Multidisciplinary,http://advances.sciencemag.org/
3080_home,4,117,121,0.03305785123966942,3080,sjr_17600155126,3080,Energy for Sustainable Development,journal,09730826,"1,199",Q1,76,190,262,11183,1676,262,"6,08","58,86",Netherlands,Western Europe,Elsevier,"1994-1997, 2000-2022","Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Renewable Energy, Sustainability and the Environment (Q2)",Energy; Environmental Science; Social Sciences,https://www.journals.elsevier.com/energy-for-sustainable-development
3081_home,6,690,696,0.008620689655172414,3081,sjr_21100900275,3081,Horticultural Plant Journal,journal,"20959885, 24680141","1,199",Q1,24,96,134,5711,937,133,"7,22","59,49",China,Asiatic Region,Elsevier BV,2017-2022,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1); Renewable Energy, Sustainability and the Environment (Q1)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Energy; Environmental Science",http://www.keaipublishing.com/en/journals/horticultural-plant-journal/
3082_home,4,117,121,0.03305785123966942,3082,sjr_23861,3082,Journal of Comparative Economics,journal,"10957227, 01475967","1,199",Q1,94,59,155,3381,480,154,"2,79","57,31",United States,Northern America,Academic Press Inc.,1977-2022,Economics and Econometrics (Q1),"Economics, Econometrics and Finance",https://www.journals.elsevier.com/journal-of-comparative-economics
3083_home,2,85,87,0.022988505747126436,3083,sjr_13933,3083,Journal of Regional Science,journal,"14679787, 00224146","1,199",Q1,87,61,120,3745,445,118,"3,51","61,39",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1958-2022,Development (Q1); Environmental Science (miscellaneous) (Q1),Environmental Science; Social Sciences,https://onlinelibrary.wiley.com/journal/14679787
3084_home,14,1956,1970,0.007106598984771574,3084,sjr_18121,3084,ACM Transactions on Software Engineering and Methodology,journal,"15577392, 1049331X","1,198",Q1,84,70,118,6250,655,110,"4,98","89,29",United States,Northern America,Association for Computing Machinery (ACM),1992-2022,Software (Q1),Computer Science,https://dl.acm.org/journal/tosem
3085_home,4,117,121,0.03305785123966942,3085,sjr_26776,3085,Applied Ocean Research,journal,01411187,"1,198",Q1,81,318,1054,13684,5227,1053,"4,89","43,03",United Kingdom,Western Europe,Elsevier BV,1979-2022,Ocean Engineering (Q1),Engineering,https://www.sciencedirect.com/journal/applied-ocean-research
3087_home,4,117,121,0.03305785123966942,3087,sjr_21100255493,3087,Journal of Environmental Chemical Engineering,journal,22133437,"1,198",Q1,107,2122,3953,144598,32671,3945,"8,20","68,14",United Kingdom,Western Europe,Elsevier BV,2013-2022,Chemical Engineering (miscellaneous) (Q1); Pollution (Q1); Process Chemistry and Technology (Q1); Waste Management and Disposal (Q1),Chemical Engineering; Environmental Science,https://www.journals.elsevier.com/journal-of-environmental-chemical-engineering
3088_home,4,117,121,0.03305785123966942,3088,sjr_28409,3088,Progress in Oceanography,journal,00796611,"1,198",Q1,145,133,492,12289,1997,488,"4,06","92,40",United Kingdom,Western Europe,Elsevier Ltd.,"1963-1965, 1969, 1973, 1976-2022",Aquatic Science (Q1); Geology (Q1),Agricultural and Biological Sciences; Earth and Planetary Sciences,https://www.sciencedirect.com/journal/progress-in-oceanography
3089_home,6,576,582,0.010309278350515464,3089,sjr_17732,3089,Quality of Life Research,journal,"15732649, 09629343","1,198",Q1,161,330,902,15087,3775,873,"3,73","45,72",Netherlands,Western Europe,Springer Netherlands,1992-2022,"Public Health, Environmental and Occupational Health (Q1)",Medicine,https://www.springer.com/journal/11136
308_home,2,85,87,0.022988505747126436,308,sjr_21100942855,308,"Lancet Rheumatology, The",journal,26659913,"4,586",Q1,41,190,457,2979,2995,165,"6,84","15,68",United Kingdom,Western Europe,Elsevier Ltd.,2019-2022,Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1),Immunology and Microbiology; Medicine,https://www.thelancet.com/journals/lanrhe/home
3090_home,4,117,121,0.03305785123966942,3090,sjr_23689,3090,International Journal of Medical Informatics,journal,"18728243, 13865056","1,197",Q1,122,198,636,9316,3989,629,"5,63","47,05",Ireland,Western Europe,Elsevier Ireland Ltd,1996-2022,Health Informatics (Q1),Medicine,https://www.journals.elsevier.com/international-journal-of-medical-informatics
3092_home,2,85,87,0.022988505747126436,3092,sjr_14789,3092,Information Technology for Development,journal,"15540170, 02681102","1,196",Q1,46,53,110,4461,719,99,"6,35","84,17",United Kingdom,Western Europe,Taylor and Francis Ltd.,"1986-1990, 1995-1996, 1998-2000, 2003, 2008-2022",Computer Science Applications (Q1); Development (Q1); E-learning (Q1); Public Administration (Q1),Computer Science; Social Sciences,https://www.tandfonline.com/toc/titd20/current
3093_home,6,584,590,0.010169491525423728,3093,sjr_22111,3093,Journal of Autism and Developmental Disorders,journal,"15733432, 01623257","1,196",Q1,198,780,1219,44565,6105,1164,"4,60","57,13",United States,Northern America,Springer New York,1979-2022,Developmental and Educational Psychology (Q1),Psychology,https://www.springer.com/journal/10803
3094_home,4,546,550,0.007272727272727273,3094,sjr_28134,3094,Journal of Chemical Physics,journal,"10897690, 00219606","1,196",Q1,379,1764,5916,111627,23690,5881,"4,39","63,28",United States,Northern America,American Institute of Physics,1933-2022,Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1),Chemistry; Medicine; Physics and Astronomy,https://aip.scitation.org/journal/jcp
3095_home,2,85,87,0.022988505747126436,3095,sjr_4000151907,3095,Journal of the Royal Society Interface,journal,"17425689, 17425662","1,196",Q1,157,249,832,16538,3512,830,"3,81","66,42",United Kingdom,Western Europe,The Royal Society,2004-2022,Biochemistry (Q1); Bioengineering (Q1); Biomaterials (Q1); Biomedical Engineering (Q1); Biophysics (Q1); Biotechnology (Q1),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science",https://royalsocietypublishing.org/journal/rsif
3096_home,2,76,78,0.02564102564102564,3096,sjr_19885,3096,Stress and Health,journal,"15323005, 15322998","1,196",Q1,75,129,211,7656,1007,208,"4,80","59,35",United States,Northern America,John Wiley &amp; Sons Inc.,2001-2022,Applied Psychology (Q1); Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1),Medicine; Psychology,https://onlinelibrary.wiley.com/journal/15322998#pane-01cbe741-499a-4611-874e-1061f1f4679e01
3097_home,1,1201,1202,0.0008319467554076539,3097,sjr_16900,3097,Biological Chemistry,journal,"14316730, 14374315","1,195",Q1,126,82,350,6915,1289,333,"3,41","84,33",Germany,Western Europe,Walter de Gruyter GmbH,"1881, 1952, 1975, 1996-2022",Biochemistry (Q1); Clinical Biochemistry (Q1); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology",https://www.degruyter.com/view/journals/bchm/bchm-overview.xml?format=INT
3098_home,6,541,547,0.010968921389396709,3098,sjr_19700174930,3098,Diabetology and Metabolic Syndrome,journal,17585996,"1,195",Q1,62,193,367,9080,1943,366,"4,90","47,05",United Kingdom,Western Europe,BioMed Central Ltd.,2009-2022,"Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)",Medicine,https://dmsjournal.biomedcentral.com/
