Title,"If filter ""v"", otherwise empty",Checked,Areas,Clean Up Areas (filter out unused Categories),URL
Journal of Dynamics and Differential Equations,v,TRUE,Mathematics,,https://www.springer.com/journal/10884
Journal of Econometrics,v,TRUE,"Arts and Humanities; Economics, Econometrics and Finance; Mathematics",,https://www.journals.elsevier.com/journal-of-econometrics
Journal of Economic Behavior and Organization,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.sciencedirect.com/journal/journal-of-economic-behavior-and-organization
Journal of Economic Dynamics and Control,v,TRUE,"Economics, Econometrics and Finance; Mathematics",,https://www.journals.elsevier.com/journal-of-economic-dynamics-and-control
Journal of Economic Geography,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,https://academic.oup.com/joeg
Journal of Economic Growth,v,TRUE,"Economics, Econometrics and Finance",,https://www.springer.com/journal/10887
Journal of Economic History,v,TRUE,"Arts and Humanities; Economics, Econometrics and Finance",,https://www.cambridge.org/core/journals/journal-of-economic-history
Journal of Economic Inequality,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences",,https://link.springer.com/journal/10888
Journal of Economic Literature,v,TRUE,"Economics, Econometrics and Finance",,https://www.aeaweb.org/journals/jel
Journal of Economic Perspectives,v,TRUE,"Economics, Econometrics and Finance",,https://www.aeaweb.org/journals/jep
Journal of Economic Psychology,,TRUE,"Economics, Econometrics and Finance; Psychology; Social Sciences",,https://www.journals.elsevier.com/journal-of-economic-psychology
Journal of Economic Theory,v,TRUE,"Economics, Econometrics and Finance",,https://www.sciencedirect.com/journal/journal-of-economic-theory
Journal of Educational Administration,v,TRUE,Social Sciences,,https://www.emerald.com/insight/publication/issn/0957-8234
Journal of Educational Change,v,TRUE,Social Sciences,,http://www.springer.com/education+%26+language/educational+policy/journal/10833
Journal of Empirical Finance,v,TRUE,"Economics, Econometrics and Finance",,https://www.sciencedirect.com/journal/journal-of-empirical-finance
Journal of Endocrinological Investigation,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.springer.com/medicine/journal/40618
Journal of Endocrinology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://joe.bioscientifica.com/
Journal of Endodontics,,TRUE,Dentistry,,https://www.journals.elsevier.com/journal-of-endodontics
Journal of Energy Chemistry,v,TRUE,Chemistry; Energy,,https://www.journals.elsevier.com/journal-of-energy-chemistry
Journal of Energy Storage,v,TRUE,Energy; Engineering,,https://www.sciencedirect.com/journal/journal-of-energy-storage
Journal of Engineering and Technology Management - JET-M,v,TRUE,"Business, Management and Accounting; Decision Sciences; Engineering",,https://www.sciencedirect.com/journal/journal-of-engineering-and-technology-management
Journal of English for Academic Purposes,v,TRUE,Social Sciences,,https://www.journals.elsevier.com/journal-of-english-for-academic-purposes
Journal of Enterprise Information Management,v,TRUE,"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences",,https://www.emerald.com/insight/publication/issn/1741-0398
Journal of Environmental Chemical Engineering,v,TRUE,Chemical Engineering; Environmental Science,,https://www.journals.elsevier.com/journal-of-environmental-chemical-engineering
Journal of Environmental Economics and Management,v,TRUE,"Economics, Econometrics and Finance; Environmental Science",,https://www.journals.elsevier.com/journal-of-environmental-economics-and-management
Journal of Environmental Informatics,v,TRUE,Computer Science; Decision Sciences; Environmental Science,,http://www.jeionline.org/index.php?journal=mys
Journal of Environmental Management,,TRUE,Environmental Science; Medicine,,https://www.journals.elsevier.com/journal-of-environmental-management
Journal of Environmental Psychology,,TRUE,Psychology,,https://www.journals.elsevier.com/journal-of-environmental-psychology
Journal of Environmental Sciences,,TRUE,Environmental Science; Medicine,,https://www.journals.elsevier.com/journal-of-environmental-sciences
Journal of Epidemiology,,TRUE,Medicine,,https://jeaweb.jp/english/journal/about.html#aims
Journal of Epidemiology and Community Health,,TRUE,Medicine,,https://jech.bmj.com/
Journal of Epidemiology and Global Health,,TRUE,Medicine,,https://www.atlantis-press.com/journals/jegh
Journal of Evolution Equations,v,TRUE,Mathematics,,https://www.springer.com/journal/28
Journal of Experimental and Clinical Cancer Research,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://jeccr.biomedcentral.com/
Journal of Experimental Botany,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,https://academic.oup.com/jxb
Journal of Experimental Child Psychology,,TRUE,Psychology,,https://www.journals.elsevier.com/journal-of-experimental-child-psychology
Journal of Experimental Criminology,v,TRUE,Social Sciences,,https://www.springer.com/journal/11292
Journal of Experimental Medicine,,TRUE,Immunology and Microbiology; Medicine,,https://rupress.org/jem
Journal of Experimental Political Science,v,TRUE,Social Sciences,,https://www.cambridge.org/core/journals/journal-of-experimental-political-science
Journal of Experimental Social Psychology,,TRUE,Psychology; Social Sciences,,https://www.sciencedirect.com/journal/journal-of-experimental-social-psychology
Journal of Exposure Science and Environmental Epidemiology,,TRUE,"Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.nature.com/jes/
Journal of Family Business Strategy,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.journals.elsevier.com/journal-of-family-business-strategy
Journal of Family Theory and Review,,TRUE,Psychology; Social Sciences,,https://www.ncfr.org/jftr
Journal of Fashion Marketing and Management,v,TRUE,"Business, Management and Accounting",,https://www.emeraldgrouppublishing.com/jfmm.htm
Journal of Financial and Quantitative Analysis,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis
Journal of Financial Econometrics,v,TRUE,"Economics, Econometrics and Finance",,https://academic.oup.com/jfec
Journal of Financial Intermediation,v,TRUE,"Economics, Econometrics and Finance",,https://www.journals.elsevier.com/journal-of-financial-intermediation
Journal of Financial Markets,v,TRUE,"Economics, Econometrics and Finance",,https://www.journals.elsevier.com/journal-of-financial-markets
Journal of Financial Stability,v,TRUE,"Economics, Econometrics and Finance",,https://www.journals.elsevier.com/journal-of-financial-stability
Journal of Fluency Disorders,,TRUE,Health Professions; Neuroscience; Nursing; Psychology; Social Sciences,,https://www.journals.elsevier.com/journal-of-fluency-disorders
Journal of Fluid Mechanics,v,TRUE,Engineering; Mathematics; Physics and Astronomy,,https://www.cambridge.org/core/journals/journal-of-fluid-mechanics
Journal of Fluids and Structures,v,TRUE,Engineering,,https://www.journals.elsevier.com/journal-of-fluids-and-structures
Journal of Food Engineering,,TRUE,Agricultural and Biological Sciences,,https://www.journals.elsevier.com/journal-of-food-engineering/
Journal of Functional Analysis,v,TRUE,Mathematics,,http://www.elsevier.com/wps/find/journaldescription.cws_home/622879/description#description
Journal of Gambling Studies,,TRUE,Psychology; Social Sciences,,https://link.springer.com/journal/10899
Journal of Gastroenterology,,TRUE,Medicine,,https://www.springer.com/journal/535
Journal of Gastrointestinal Surgery,,TRUE,Medicine,,https://www.springer.com/journal/11605
Journal of General Internal Medicine,,TRUE,Medicine,,https://www.springer.com/journal/11606
Journal of General Physiology,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://rupress.org/jgp
Journal of General Virology,,TRUE,Immunology and Microbiology,,https://www.microbiologyresearch.org/content/journal/jgv
Journal of Genetics and Genomics,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.sciencedirect.com/journal/journal-of-genetics-and-genomics
Journal of Geographical Sciences,v,TRUE,Earth and Planetary Sciences,,https://www.springer.com/journal/11442
Journal of Geometric Analysis,v,TRUE,Mathematics,,https://www.springer.com/journal/12220
Journal of Geriatric Oncology,,TRUE,Medicine,,https://www.journals.elsevier.com/journal-of-geriatric-oncology
Journal of Glaciology,v,TRUE,Earth and Planetary Sciences,,https://www.cambridge.org/core/journals/journal-of-glaciology
Journal of Global Economic Analysis,v,TRUE,"Decision Sciences; Economics, Econometrics and Finance; Mathematics",,https://jgea.org/ojs/index.php/jgea
Journal of Global Health,,TRUE,Medicine,,http://www.jogh.org/
Journal of Happiness Studies,v,TRUE,Social Sciences,,https://www.springer.com/journal/10902
Journal of Hazardous Materials,v,TRUE,Environmental Science,,https://www.journals.elsevier.com/journal-of-hazardous-materials
Journal of Hazardous Materials Letters,v,TRUE,Environmental Science,,https://www.sciencedirect.com/journal/journal-of-hazardous-materials-letters
Journal of Headache and Pain,,TRUE,Medicine,,https://thejournalofheadacheandpain.biomedcentral.com/
Journal of Health Economics,,TRUE,Medicine,,https://www.journals.elsevier.com/journal-of-health-economics
"Journal of Health Politics, Policy and Law",,TRUE,Medicine,,https://read.dukeupress.edu/jhppl
Journal of Healthcare Informatics Research,,TRUE,Computer Science; Medicine,,https://www.springer.com/journal/41666
Journal of Healthcare Leadership,,TRUE,"Business, Management and Accounting; Medicine; Nursing",,https://www.dovepress.com/journal-of-healthcare-leadership-journal
Journal of Heart and Lung Transplantation,,TRUE,Medicine,,https://www.journals.elsevier.com/the-journal-of-heart-and-lung-transplantation/
Journal of Hematology and Oncology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://jhoonline.biomedcentral.com/
Journal of Heredity,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://academic.oup.com/jhered
Journal of High Energy Astrophysics,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://www.journals.elsevier.com/journal-of-high-energy-astrophysics
Journal of Hospital Infection,,TRUE,Medicine,,https://www.journals.elsevier.com/journal-of-hospital-infection
Journal of Hospitality and Tourism Management,v,TRUE,"Business, Management and Accounting",,https://www.journals.elsevier.com/journal-of-hospitality-and-tourism-management
Journal of Hospitality and Tourism Technology,v,TRUE,"Business, Management and Accounting; Computer Science",,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=JHTT
Journal of Human Evolution,,TRUE,Agricultural and Biological Sciences; Social Sciences,,https://www.journals.elsevier.com/journal-of-human-evolution
Journal of Human Genetics,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.nature.com/jhg/
Journal of Human Resources,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,http://jhr.uwpress.org/
Journal of Hydrology,v,TRUE,Environmental Science,,https://www.journals.elsevier.com/journal-of-hydrology
Journal of Hydrology X,v,TRUE,Environmental Science,,https://www.sciencedirect.com/journal/journal-of-hydrology-x
Journal of Hydrology: Regional Studies,v,TRUE,Earth and Planetary Sciences; Environmental Science,,https://www.journals.elsevier.com/journal-of-hydrology-regional-studies
Journal of Hydrometeorology,v,TRUE,Earth and Planetary Sciences,,https://www.ametsoc.org/index.cfm/ams/publications/journals/journal-of-hydrometeorology/
Journal of Hypertension,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://journals.lww.com/jhypertension/pages/default.aspx
Journal of Immunology,,TRUE,Immunology and Microbiology; Medicine,,https://www.jimmunol.org/
Journal of Immunotherapy,,TRUE,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://journals.lww.com/immunotherapy-journal/pages/default.aspx
Journal of Industrial and Business Economics,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.springer.com/journal/40812
Journal of Industrial and Engineering Chemistry,v,TRUE,Chemical Engineering,,https://www.journals.elsevier.com/journal-of-industrial-and-engineering-chemistry
