page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url,is_filter
3701_home,4,117,121,0.03305785123966942,3701,sjr_23940,3701,Journal of Mathematical Behavior,journal,07323123,"1,081",Q1,52,67,175,3419,389,175,"1,98","51,03",United States,Northern America,Elsevier,1994-2022,Applied Mathematics (Q1); Education (Q1); Applied Psychology (Q2),Mathematics; Psychology; Social Sciences,https://www.sciencedirect.com/journal/the-journal-of-mathematical-behavior,False
3702_home,4,117,121,0.03305785123966942,3702,sjr_17500155019,3702,Orthopaedics and Traumatology: Surgery and Research,journal,18770568,"1,081",Q1,69,318,885,9724,2558,804,"2,49","30,58",France,Western Europe,Elsevier,2009-2022,Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Surgery (Q1),Medicine,https://www.journals.elsevier.com/orthopaedics-and-traumatology-surgery-and-research,False
3708_home,12,594,606,0.019801980198019802,3708,sjr_21100203116,3708,CKJ: Clinical Kidney Journal,journal,"20488505, 20488513","1,079",Q1,56,248,666,7985,2211,587,"3,35","32,20",United Kingdom,Western Europe,Oxford University Press,"2009, 2012-2022",Nephrology (Q1); Transplantation (Q1),Medicine,https://academic.oup.com/ckj,False
3709_home,2,85,87,0.022988505747126436,3709,sjr_6300153120,3709,Educational Management Administration and Leadership,journal,"17411440, 17411432","1,079",Q1,54,106,242,6900,854,223,"3,44","65,09",United Kingdom,Western Europe,SAGE Publications,"1972-1993, 1995-1999, 2003-2022",Education (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Social Sciences",https://journals.sagepub.com/home/ema,False
370_home,2,85,87,0.022988505747126436,370,sjr_21100199724,370,"Qualitative Research in Sport, Exercise and Health",journal,"21596778, 2159676X","4,045",Q1,44,83,157,5287,2434,156,"7,49","63,70",United Kingdom,Western Europe,Taylor and Francis Ltd.,2011-2022,"Health (social science) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Social Psychology (Q1); Sports Science (Q1)",Health Professions; Psychology; Social Sciences,https://www.tandfonline.com/toc/rqrs21/current,False
3710_home,5,497,502,0.0099601593625498,3710,sjr_21100212112,3710,Insights into Imaging,journal,18694101,"1,079",Q1,54,197,435,7645,2101,430,"4,68","38,81",Germany,Western Europe,Springer,2012-2022,"Radiology, Nuclear Medicine and Imaging (Q1)",Medicine,https://insightsimaging.springeropen.com/,False
3714_home,4,527,531,0.007532956685499058,3714,sjr_26649,3714,Neuroendocrinology,journal,"00283835, 14230194","1,079",Q1,109,92,275,5804,1296,263,"4,27","63,09",Switzerland,Western Europe,S. Karger AG,"1965, 1967-2022","Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Cellular and Molecular Neuroscience (Q2); Endocrine and Autonomic Systems (Q2)","Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",https://www.karger.com/Journal/Home/223855,False
3715_home,2,85,87,0.022988505747126436,3715,sjr_28538,3715,Optimization Methods and Software,journal,"10294937, 10556788","1,079",Q1,65,91,179,3309,463,174,"2,82","36,36",United Kingdom,Western Europe,Taylor and Francis Ltd.,1992-2022,Applied Mathematics (Q1); Control and Optimization (Q1); Software (Q1),Computer Science; Mathematics,https://www.tandfonline.com/toc/goms20/current,False
3716_home,40,387,427,0.0936768149882904,3716,sjr_21100463103,3716,Advances in Wound Care,journal,"21621934, 21621918","1,078",Q1,36,49,172,4348,1058,170,"5,95","88,73",United States,Northern America,Mary Ann Liebert Inc.,2015-2022,Critical Care and Intensive Care Medicine (Q1); Emergency Medicine (Q1),Medicine,https://home.liebertpub.com/publications/advances-in-wound-care/605/overview,False
3718_home,34,570,604,0.056291390728476824,3718,sjr_63777,3718,Personnel Review,journal,00483486,"1,078",Q1,83,231,316,17919,1820,315,"5,05","77,57",United Kingdom,Western Europe,Emarald Group Publishing Ltd,1971-2022,Organizational Behavior and Human Resource Management (Q1); Applied Psychology (Q2),"Business, Management and Accounting; Psychology",https://www.emeraldgrouppublishing.com/pr.htm,False
3719_home,2,76,78,0.02564102564102564,3719,sjr_96592,3719,Journal of Agrarian Change,journal,"14710366, 14710358","1,077",Q1,66,44,111,3343,336,111,"2,91","75,98",United Kingdom,Western Europe,Wiley-Blackwell,2001-2022,Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Global and Planetary Change (Q2),Arts and Humanities; Environmental Science; Social Sciences,https://onlinelibrary.wiley.com/journal/14710366,False
371_home,2,85,87,0.022988505747126436,371,sjr_25820,371,Communications on Pure and Applied Mathematics,journal,"00103640, 10970312","4,044",Q1,115,74,166,3274,593,166,"3,25","44,24",United States,Northern America,Wiley-Liss Inc.,1948-2022,Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1),Mathematics,https://onlinelibrary.wiley.com/journal/10970312,False
3720_home,4,117,121,0.03305785123966942,3720,sjr_21100829921,3720,Journal of Orthopaedic Translation,journal,2214031X,"1,077",Q1,41,99,296,5484,1790,272,"5,94","55,39",Singapore,Asiatic Region,Elsevier,2013-2022,Orthopedics and Sports Medicine (Q1),Medicine,https://www.journals.elsevier.com/journal-of-orthopaedic-translation,False
3722_home,6,544,550,0.01090909090909091,3722,sjr_26915,3722,Advances in Therapy,journal,"0741238X, 18658652","1,076",Q1,74,359,1036,13779,3921,971,"3,68","38,38",Switzerland,Western Europe,Springer,1984-2022,Medicine (miscellaneous) (Q1); Pharmacology (medical) (Q1),Medicine,https://www.springer.com/journal/12325,False
3723_home,2,85,87,0.022988505747126436,3723,sjr_24791,3723,Alcoholism: Clinical and Experimental Research,journal,"01456008, 15300277","1,076",Q1,165,199,727,10687,2427,686,"2,99","53,70",United States,Northern America,Wiley-Blackwell,1977-2022,Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Toxicology (Q1),"Medicine; Pharmacology, Toxicology and Pharmaceutics",https://onlinelibrary.wiley.com/journal/15300277,False
3724_home,2,76,78,0.02564102564102564,3724,sjr_26124,3724,Ethnic and Racial Studies,journal,"01419870, 14664356","1,076",Q1,110,220,512,10953,1497,479,"2,66","49,79",United Kingdom,Western Europe,Routledge,1978-2022,Anthropology (Q1); Cultural Studies (Q1); Sociology and Political Science (Q1),Social Sciences,https://www.tandfonline.com/toc/rers20/current,False
3726_home,11,671,682,0.016129032258064516,3726,sjr_18926,3726,Journal of Heredity,journal,"14657333, 00221503","1,076",Q1,99,68,202,3334,530,196,"2,96","49,03",United Kingdom,Western Europe,Oxford University Press,1905-2022,Biotechnology (Q1); Genetics (Q2); Genetics (clinical) (Q2); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://academic.oup.com/jhered,False
3727_home,2,85,87,0.022988505747126436,3727,sjr_19600156844,3727,Journalism &amp; communication monographs,journal,15226379,"1,076",Q1,23,13,46,783,36,12,"0,48","60,23",United States,Northern America,Association for Education in Journalism and Mass Communication,1999-2022,Communication (Q1),Social Sciences,https://journals.sagepub.com/home/jmo,False
3729_home,4,117,121,0.03305785123966942,3729,sjr_19989,3729,"Perspectives in Plant Ecology, Evolution and Systematics",journal,14338319,"1,076",Q1,86,26,104,2555,383,102,"3,37","98,27",Germany,Western Europe,Urban und Fischer Verlag Jena,1998-2022,"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)",Agricultural and Biological Sciences,https://www.journals.elsevier.com/perspectives-in-plant-ecology-evolution-and-systematics,False
3730_home,2,85,87,0.022988505747126436,3730,sjr_13848,3730,Wind Energy,journal,"10991824, 10954244","1,076",Q2,106,107,348,4803,1698,347,"4,95","44,89",United Kingdom,Western Europe,John Wiley and Sons,"1977-1978, 1998-2022","Renewable Energy, Sustainability and the Environment (Q2)",Energy,https://onlinelibrary.wiley.com/journal/10991824,False
3731_home,4,564,568,0.007042253521126761,3731,sjr_14017,3731,Human Development,journal,"14230054, 0018716X","1,075",Q1,68,19,92,1787,248,62,"2,08","94,05",Switzerland,Western Europe,S. Karger AG,1958-2022,Developmental and Educational Psychology (Q1),Psychology,https://www.karger.com/Journal/Home/224249,False
3732_home,2,85,87,0.022988505747126436,3732,sjr_15701,3732,Pediatric Allergy and Immunology,journal,"13993038, 09056157","1,075",Q1,99,272,552,7415,1887,382,"3,41","27,26",United Kingdom,Western Europe,Blackwell Munksgaard,1990-2022,"Pediatrics, Perinatology and Child Health (Q1); Immunology (Q2); Immunology and Allergy (Q2)",Immunology and Microbiology; Medicine,https://onlinelibrary.wiley.com/journal/13993038,False
3733_home,217,2146,2363,0.09183241641980533,3733,sjr_21100394188,3733,Biomolecules,journal,2218273X,"1,074",Q1,89,1903,4499,151469,26916,4422,"5,61","79,59",Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2011-2022,Biochemistry (Q1); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology",https://www.mdpi.com/journal/biomolecules,False
3734_home,4,866,870,0.004597701149425287,3734,sjr_22235,3734,Heredity,journal,"0018067X, 13652540","1,074",Q2,131,87,353,7183,1230,348,"3,67","82,56",United Kingdom,Western Europe,Nature Publishing Group,1947-2022,Genetics (Q2); Genetics (clinical) (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.nature.com/hdy/,False
3735_home,1,799,800,0.00125,3735,sjr_19239,3735,Reviews in the Neurosciences,journal,"21910200, 03341763","1,074",Q2,83,70,163,10497,844,163,"4,67","149,96",Germany,Western Europe,Walter de Gruyter,"1986-1990, 1992-2022",Neuroscience (miscellaneous) (Q2),Neuroscience,https://www.degruyter.com/view/j/revneuro?lang=en,False
3737_home,2,831,833,0.0024009603841536613,3737,sjr_12538,3737,European Journal of Clinical Nutrition,journal,"09543007, 14765640","1,073",Q1,173,275,684,11151,3331,625,"5,15","40,55",United Kingdom,Western Europe,Nature Publishing Group,1988-2022,Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1),Medicine; Nursing,https://www.nature.com/ejcn/,False
3738_home,2,85,87,0.022988505747126436,3738,sjr_16573,3738,Phytotherapy Research,journal,"10991573, 0951418X","1,073",Q1,149,309,1025,25642,7659,996,"7,32","82,98",United Kingdom,Western Europe,John Wiley and Sons,1987-2022,Pharmacology (Q1),"Pharmacology, Toxicology and Pharmaceutics",https://onlinelibrary.wiley.com/journal/10991573,False
3739_home,2,85,87,0.022988505747126436,3739,sjr_7100153129,3739,European Accounting Review,journal,"09638180, 14684497","1,072",Q1,83,101,127,8676,566,126,"4,07","85,90",United Kingdom,Western Europe,Routledge,1992-2022,"Accounting (Q1); Aerospace Engineering (Q1); Automotive Engineering (Q1); Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Finance (Q1); History (Q1)","Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Engineering",https://www.tandfonline.com/loi/rear20,False
373_home,2,85,87,0.022988505747126436,373,sjr_21121,373,Proceedings of the National Academy of Sciences of the United States of America,journal,"10916490, 00278424","4,026",Q1,838,3799,12159,200323,124481,11000,"9,68","52,73",United States,Northern America,National Academy of Sciences,"1945-1951, 1961-2022",Multidisciplinary (Q1),Multidisciplinary,http://www.pnas.org/,False
3742_home,2,85,87,0.022988505747126436,3742,sjr_19491,3742,Journal of Higher Education Policy and Management,journal,"14699508, 1360080X","1,072",Q1,50,48,132,2087,494,115,"3,28","43,48",United Kingdom,Western Europe,Routledge,2003-2022,Education (Q1); Public Administration (Q1),Social Sciences,https://www.tandfonline.com/toc/cjhe20/current,False
3743_home,2,85,87,0.022988505747126436,3743,sjr_17871,3743,Medical Physics,journal,00942405,"1,072",Q1,199,657,1849,28426,7534,1801,"3,75","43,27",United States,Northern America,John Wiley and Sons,1974-2022,"Biophysics (Q1); Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine",https://aapm.onlinelibrary.wiley.com/journal/24734209,False
3744_home,6,590,596,0.010067114093959731,3744,sjr_20266,3744,Microbial Ecology,journal,"00953628, 1432184X","1,072",Q1,143,353,516,24348,2455,514,"4,47","68,97",United States,Northern America,Springer,"1974-1977, 1979-2022","Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Soil Science (Q1)",Agricultural and Biological Sciences; Environmental Science,http://www.springer.com/life+sciences/microbiology/journal/248,False
3745_home,4,117,121,0.03305785123966942,3745,sjr_4700152237,3745,Biomedical Signal Processing and Control,journal,"17468108, 17468094","1,071",Q1,94,821,1487,37966,9228,1484,"6,19","46,24",Netherlands,Western Europe,Elsevier,2006-2023,Biomedical Engineering (Q1); Health Informatics (Q1); Signal Processing (Q1),Computer Science; Engineering; Medicine,https://www.journals.elsevier.com/biomedical-signal-processing-and-control,False
3746_home,4,500,504,0.007936507936507936,3746,sjr_29236,3746,Carcinogenesis,journal,"01433334, 14602180","1,071",Q1,218,101,492,2903,2012,476,"4,45","28,74",United Kingdom,Western Europe,Oxford University Press,1980-2022,Medicine (miscellaneous) (Q1); Cancer Research (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://academic.oup.com/carcin,False
3748_home,4,117,121,0.03305785123966942,3748,sjr_21100201770,3748,Health Policy and Technology,journal,"22118845, 22118837","1,071",Q1,31,82,236,3410,1010,203,"4,86","41,59",Netherlands,Western Europe,,2012-2022,Biomedical Engineering (Q1); Health Policy (Q1),Engineering; Medicine,https://www.journals.elsevier.com/health-policy-and-technology,False
3751_home,6,567,573,0.010471204188481676,3751,sjr_5300152235,3751,Neuroscience Bulletin,journal,16737067,"1,071",Q1,61,198,459,11473,1683,380,"3,53","57,94",China,Asiatic Region,Springer,2005-2022,Medicine (miscellaneous) (Q1); Physiology (Q1); Neuroscience (miscellaneous) (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",https://www.springer.com/journal/12264,False
3753_home,2,85,87,0.022988505747126436,3753,sjr_13222,3753,European Journal of Pain,journal,"10903801, 15322149","1,070",Q1,121,185,526,8552,2038,480,"3,61","46,23",United States,Northern America,Wiley-Blackwell,1997-2022,Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1),Medicine,https://onlinelibrary.wiley.com/journal/15322149,False
3754_home,9,734,743,0.012113055181695828,3754,sjr_21100903062,3754,Evolution: Education and Outreach,journal,"19366426, 19366434","1,070",Q1,34,20,48,1113,143,47,"2,93","55,65",United Kingdom,Western Europe,BioMed Central Ltd.,2008-2022,"Ecology, Evolution, Behavior and Systematics (Q1); Education (Q1)",Agricultural and Biological Sciences; Social Sciences,https://evolution-outreach.biomedcentral.com/,False
3755_home,8,706,714,0.011204481792717087,3755,sjr_19700175115,3755,Frontiers in Systems Neuroscience,journal,16625137,"1,070",Q2,88,152,354,14659,1279,349,"2,97","96,44",Switzerland,Western Europe,Frontiers Media S.A.,2007-2022,Cellular and Molecular Neuroscience (Q2); Cognitive Neuroscience (Q2); Developmental Neuroscience (Q2); Neuroscience (miscellaneous) (Q2),Neuroscience,https://www.frontiersin.org/journals/systems-neuroscience,False
3756_home,2,85,87,0.022988505747126436,3756,sjr_19700175131,3756,Journal of Evidence-Based Medicine,journal,"17565391, 17565383","1,070",Q1,26,46,117,2057,544,94,"5,43","44,72",United Kingdom,Western Europe,Wiley-Blackwell,2008-2022,Health Policy (Q1); Medicine (miscellaneous) (Q1),Medicine,https://onlinelibrary.wiley.com/journal/17565391,False
3757_home,2,85,87,0.022988505747126436,3757,sjr_19700174688,3757,Medical Education Online,journal,10872981,"1,070",Q1,43,100,249,3652,1102,188,"4,25","36,52",United Kingdom,Western Europe,Taylor and Francis Ltd.,2009-2022,Education (Q1); Medicine (miscellaneous) (Q1),Medicine; Social Sciences,https://www.tandfonline.com/toc/zmeo20/current,False
3759_home,3,36,39,0.07692307692307693,3759,sjr_85329,3759,Proceedings - Real-Time Systems Symposium,conference and proceedings,10528725,"1,070",-,85,49,218,1578,510,210,"2,26","32,20",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,"1983-2013, 2015-2021",Computer Networks and Communications; Hardware and Architecture; Software,Computer Science,https://ieeexplore.ieee.org/xpl/conhome/1000619/all-proceedings,False
375_home,13,584,597,0.021775544388609715,375,sjr_15623,375,Human Reproduction Update,journal,"14602369, 13554786","4,021",Q1,203,44,155,5861,2324,132,"11,81","133,20",United Kingdom,Western Europe,Oxford University Press,1995-2022,Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1),Medicine,https://academic.oup.com/humupd,False
