,resource_category,website_id,page_id,page_type,page_url,rank,sourceid,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022_,total_docs_3years_,total_refs_,total_cites_3years_,citable_docs_3years_,cites_doc_2years_,ref_doc_,region,publisher,coverage,categories,areas,country,url,continent,violations,passes,total_checks,failure_rate
6511,journal,Journal-of-Bone-Oncology,0,home,https://www.sciencedirect.com/journal/journal-of-bone-oncology,4816.0,21100206283.0,Journal of Bone Oncology,journal,22121374,"0,920",Q2,33.0,51.0,193.0,2425.0,765.0,190.0,"3,41","47,55",Western Europe,Elsevier GmbH,2012-2022,Oncology,Medicine,Germany,https://www.journals.elsevier.com/journal-of-bone-oncology,Europe,4,201,205,0.01951219512195122
6512,journal,Journal-of-Bone-and-Joint-Infection,0,home,https://www.journal-of-bone-and-joint-infection.net/,7323.0,21101047090.0,Journal of Bone and Joint Infection,journal,22063552,"0,684",Q2,22.0,36.0,142.0,1027.0,305.0,133.0,"1,70","28,53",Western Europe,Copernicus GmbH,2016-2022,Infectious Diseases;Orthopedics and Sports Medicine;Surgery,Medicine,Germany,https://www.journal-of-bone-and-joint-infection.net/,Europe,17,455,472,0.036016949152542374
6513,journal,Journal-of-Bone-and-Mineral-Metabolism,0,home,https://link.springer.com/journal/774,6533.0,26157.0,Journal of Bone and Mineral Metabolism,journal,"09148779, 14355604","0,748",Q2,83.0,113.0,346.0,3979.0,1086.0,332.0,"3,28","35,21",Asiatic Region,Springer Japan,1988-2022,"Endocrinology;Endocrinology, Diabetes and Metabolism;Medicine;Orthopedics and Sports Medicine","Biochemistry, Genetics and Molecular Biology; Medicine",Japan,https://www.springer.com/journal/774/,Asia,1,1042,1043,0.0009587727708533077
6514,journal,Journal-of-Brachial-Plexus-and-Peripheral-Nerve-Injury,0,home,https://www.thieme-connect.com/products/ejournals/journal/10.1055/s-00027212,14456.0,5800179587.0,Journal of Brachial Plexus and Peripheral Nerve Injury,journal,17497221,"0,322",Q3,23.0,5.0,21.0,171.0,23.0,20.0,"0,93","34,20",Western Europe,BioMed Central Ltd.,2006-2022,Neurology;Neurology,Medicine; Neuroscience,United Kingdom,https://www.thieme.com/books-main/orthopaedic-surgery/product/2201-journal-of-brachial-plexus-and-peripheral-nerve-injury,Europe,22,731,753,0.029216467463479414
6515,journal,Journal-of-Brain-Science,0,home,https://www.mdpi.com/journal/brainsci,25796.0,16666.0,Journal of Brain Science,journal,13415301,"0,106",Q4,4.0,0.0,5.0,0.0,0.0,5.0,"0,00","0,00",Asiatic Region,Japan Brain Science Society,"1997-1999, 2006-2009, 2011-2014, 2016-2018, 2021",Neuroscience,Neuroscience,Japan,https://www.mdpi.com/journal/brainsci,Asia,358,2956,3314,0.108026554013277
6516,journal,Journal-of-Brand-Strategy,0,home,https://www.henrystewartpublications.com/jbs,21404.0,21100905324.0,Journal of Brand Strategy,journal,"2045855X, 20458568","0,159",Q3,5.0,38.0,96.0,1167.0,45.0,85.0,"0,48","30,71",Western Europe,Henry Stewart Publications,2018-2022,Social Psychology,"Business, Management and Accounting; Psychology; Social Sciences",United Kingdom,https://www.henrystewartpublications.com/jbs,Europe,33,696,729,0.04526748971193416
6517,journal,Journal-of-Breast-Cancer,0,home,https://ejbc.kr/,6687.0,19400157274.0,Journal of Breast Cancer,journal,17386756,"0,735",Q2,44.0,49.0,169.0,1370.0,430.0,165.0,"2,29","27,96",Asiatic Region,Korean Breast Cancer Society,2008-2022,Oncology;Cancer Research,"Biochemistry, Genetics and Molecular Biology; Medicine",South Korea,https://ejbc.kr/,Asia,29,592,621,0.04669887278582931
6518,journal,Journal-of-Breath-Research,0,home,"https://validate.perfdrive.com/9730847aceed30627ebd520e46ee70b2/?ssa=3aab14f9-5fd5-4ee6-b0f0-61e685fe4591&ssb=97297267162&ssc=https%3A%2F%2Fiopscience.iop.org%2Fjournal%2F1752-7163&ssi=244c9af5-cnvj-45d6-8dc4-7db2f1913626&ssk=botmanager_support@radware.com&ssm=96874513482163181108126975258162&ssn=f2d4cb2d153c4c911c631b05df779196f6f5ac3f3751-290d-4cf7-99b8c9&sso=ae3034fb-0643475e8224a5d830feb7ae829a464b475635d401459618&ssp=29288784861723398364172335237341547&ssq=52357811942155731848719421280551825742040&ssr=NjMuMTk5LjIxNy41&sst=Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/127.0.6533.17%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjYwMDA5M2U4NWUzYS01YTQ3LTQ4NGItYTYzMC00NmFlNGE5N2ExOTQxNzIzMzE5NDIxMjE3MC0wZWI2ZTYwYTEzMjdlNDc5MTAiLCJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwNzdhZjYwMjYtYmMxNi00Y2VlLWFhYjItMzE3MDU4OGIzNWIxMS0xNzIzMzE5NDIxMjE3MC1mOGFlZTliMjFhN2JkMjc0MTAifQ==",5857.0,17100154714.0,Journal of Breath Research,journal,"17527155, 17527163","0,810",Q2,62.0,52.0,199.0,2144.0,762.0,194.0,"3,63","41,23",Western Europe,IOP Publishing Ltd.,2007-2022,Pulmonary and Respiratory Medicine,Medicine,United Kingdom,https://iopscience.iop.org/journal/1752-7163,Europe,11,130,141,0.07801418439716312
6519,journal,Journal-of-Burn-Care-and-Research,0,home,https://academic.oup.com/jbcr,10230.0,4000151705.0,Journal of Burn Care and Research,journal,"15590488, 1559047X","0,506",Q2,87.0,205.0,531.0,4732.0,871.0,512.0,"1,46","23,08",Northern America,Lippincott Williams and Wilkins Ltd.,"2001, 2006-2022",Emergency Medicine;Rehabilitation;Surgery;Medicine,Medicine,United States,https://academic.oup.com/jbcr,North America,64,1753,1817,0.035222894881673086
6520,journal,Journal-of-Camel-Practice-and-Research,0,home,https://www.indianjournals.com/ijor.aspx?target=ijor:jcpr&type=home,22184.0,22541.0,Journal of Camel Practice and Research,journal,"22778934, 09716777","0,146",Q4,20.0,4.0,101.0,171.0,26.0,94.0,"0,30","42,75",Asiatic Region,Camel Publishing House,1996-2021,Animal Science and Zoology,Agricultural and Biological Sciences,India,https://www.indianjournals.com/ijor.aspx?target=ijor:jcpr&type=home,Asia,30,640,670,0.04477611940298507
6521,journal,Journal-of-Camelid-Science,0,home,https://southernbeautyguide.com/,18134.0,21100851417.0,Journal of Camelid Science,journal,19998732,"0,221",Q3,3.0,6.0,22.0,165.0,13.0,18.0,"0,25","27,50",Middle East,International society of Camelid Research and Development,2017-2022,Animal Science and Zoology;Veterinary,Agricultural and Biological Sciences; Veterinary,United Arab Emirates,http://www.isocard.net/en/journal,Asia,18,889,907,0.019845644983461964
6522,journal,Journal-of-Cancer,0,home,https://www.jcancer.org/,4952.0,21100248801.0,Journal of Cancer,journal,18379664,"0,905",Q2,75.0,341.0,2161.0,15131.0,8637.0,2155.0,"3,84","44,37",Pacific Region,Ivyspring International Publisher,2010-2022,Oncology,Medicine,Australia,https://www.jcancer.org/,Oceania,10,410,420,0.023809523809523808
6523,journal,Journal-of-Cancer-Education,0,home,https://link.springer.com/journal/13187,7855.0,29928.0,Journal of Cancer Education,journal,"15430154, 08858195","0,648",Q2,48.0,344.0,526.0,8899.0,1135.0,494.0,"1,83","25,87",Northern America,Springer Publishing Company,1986-2022,"Public Health, Environmental and Occupational Health;Oncology",Medicine,United States,https://www.springer.com/journal/13187,North America,1,1113,1114,0.0008976660682226212
6524,journal,Journal-of-Carcinogenesis,0,home,https://carcinogenesis.com/,9081.0,29945.0,Journal of Carcinogenesis,journal,"09746773, 14773163","0,570",Q2,42.0,0.0,28.0,0.0,124.0,28.0,"4,27","0,00",Asiatic Region,Wolters Kluwer Medknow Publications,2002-2021,"Health, Toxicology and Mutagenesis;Cancer Research;Oncology","Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine",India,http://www.carcinogenesis.com/,Asia,40,979,1019,0.03925417075564279
6525,journal,Journal-of-Cardiology-Cases,0,home,https://www.sciencedirect.com/journal/journal-of-cardiology-cases,17987.0,19600156852.0,Journal of Cardiology Cases,journal,18785409,"0,224",Q4,12.0,228.0,422.0,1943.0,250.0,412.0,"0,60","8,52",Western Europe,Elsevier Ltd.,2010-2022,Cardiology and Cardiovascular Medicine,Medicine,United Kingdom,https://www.journals.elsevier.com/journal-of-cardiology-cases,Europe,4,201,205,0.01951219512195122
6526,journal,Journal-of-Cardiothoracic-Surgery,0,home,https://cardiothoracicsurgery.biomedcentral.com/,11310.0,5800179605.0,Journal of Cardiothoracic Surgery,journal,17498090,"0,451",Q2,53.0,340.0,908.0,7579.0,1505.0,893.0,"1,54","22,29",Western Europe,BioMed Central Ltd.,2006-2022,Surgery;Cardiology and Cardiovascular Medicine;Medicine;Pulmonary and Respiratory Medicine,Medicine,United Kingdom,https://cardiothoracicsurgery.biomedcentral.com/,Europe,10,927,937,0.010672358591248666
6527,journal,Journal-of-Cardiovascular-Development-and-Disease,0,home,https://www.mdpi.com/journal/jcdd,6802.0,21101022494.0,Journal of Cardiovascular Development and Disease,journal,23083425,"0,725",Q1,27.0,463.0,284.0,24030.0,871.0,281.0,"2,39","51,90",Western Europe,MDPI AG,2014-2022,"Pharmacology, Toxicology and Pharmaceutics;Pharmacology","Medicine; Pharmacology, Toxicology and Pharmaceutics",Switzerland,https://www.mdpi.com/journal/jcdd,Europe,259,2552,2811,0.09213802917111348
6528,journal,Journal-of-Cardiovascular-Imaging,0,home,https://e-jcvi.org/,10332.0,21100870833.0,Journal of Cardiovascular Imaging,journal,"25867210, 25867296","0,500",Q2,22.0,53.0,162.0,854.0,147.0,76.0,"0,79","16,11",Asiatic Region,Korean Society of Echocardiography,2018-2022,"Radiology, Nuclear Medicine and Imaging;Cardiology and Cardiovascular Medicine",Medicine,South Korea,https://e-jcvi.org/,Asia,57,741,798,0.07142857142857142
6529,journal,Journal-of-Cardiovascular-Surgery,0,home,https://www.minervamedica.it/en/journals/cardiovascular-surgery/index.php,8839.0,23850.0,Journal of Cardiovascular Surgery,journal,00219509,"0,584",Q2,55.0,96.0,302.0,2976.0,390.0,263.0,"1,26","31,00",Western Europe,Edizioni Minerva Medica S.p.A.,1960-2022,Cardiology and Cardiovascular Medicine;Medicine;Surgery,Medicine,Italy,https://www.minervamedica.it/en/journals/cardiovascular-surgery/index.php,Europe,37,431,468,0.07905982905982906
6530,journal,Journal-of-Cardiovascular-Translational-Research,0,home,https://link.springer.com/journal/12265,5431.0,14500154702.0,Journal of Cardiovascular Translational Research,journal,"19375395, 19375387","0,853",Q1,57.0,173.0,301.0,7762.0,1045.0,280.0,"3,41","44,87",Northern America,Springer New York,2008-2022,Pharmaceutical Science;Cardiology and Cardiovascular Medicine;Genetics;Genetics;Molecular Medicine,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",United States,https://www.springer.com/journal/12265,North America,1,1121,1122,0.00089126559714795
6531,journal,Journal-of-Cardiovascular-and-Thoracic-Research,0,home,https://jcvtr.tbzmed.ac.ir/,13991.0,21100853503.0,Journal of Cardiovascular and Thoracic Research,journal,"20086830, 20085117","0,339",Q3,11.0,44.0,166.0,1090.0,205.0,160.0,"1,17","24,77",Middle East,Tabriz University of Medical Sciences,"2016, 2018, 2020-2022",Cardiology and Cardiovascular Medicine,Medicine,Iran,https://jcvtr.tbzmed.ac.ir/,Asia,82,1491,1573,0.052129688493324854
6532,journal,Journal-of-Caring-Sciences,0,home,https://jcs.tbzmed.ac.ir/,13489.0,21101094860.0,Journal of Caring Sciences,journal,22519920,"0,358",Q2,6.0,31.0,12.0,1202.0,36.0,12.0,"2,00","38,77",Middle East,Tabriz University of Medical Sciences,2022,Health Professions;Nursing;Medicine,Health Professions; Medicine; Nursing,Iran,https://jcs.tbzmed.ac.ir/,Asia,77,1330,1407,0.05472636815920398
6533,journal,Journal-of-Cellular-Biotechnology,0,home,https://www.iospress.com/catalog/journals/journal-of-cellular-biotechnology,16758.0,21100945254.0,Journal of Cellular Biotechnology,journal,"23523697, 23523689","0,253",Q3,6.0,12.0,51.0,392.0,55.0,51.0,"0,38","32,67",Northern America,IOS Press,2019-2022,Applied Microbiology and Biotechnology;Biotechnology;Molecular Biology,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",United States,https://www.iospress.nl/journal/journal-of-cellular-biotechnology/,North America,9,161,170,0.052941176470588235
6534,journal,Journal-of-Cellular-Neuroscience-and-Oxidative-Stress,0,home,https://dergipark.org.tr/tr/pub/jcnos,17074.0,21100788883.0,Journal of Cellular Neuroscience and Oxidative Stress,journal,21497222,"0,245",Q4,5.0,2.0,27.0,96.0,27.0,26.0,"0,92","48,00",Middle East,Society of Cell Membranes and Free Oxygen Radicals,2015-2021,Biochemistry;Biophysics;Cell Biology;Cellular and Molecular Neuroscience;Molecular Biology,"Biochemistry, Genetics and Molecular Biology; Neuroscience",Turkey,https://dergipark.org.tr/tr/pub/jcnos,Asia,61,517,578,0.10553633217993079
6535,journal,Journal-of-Central-European-Agriculture,0,home,https://jcea.agr.hr/,19389.0,7000153216.0,Journal of Central European Agriculture,journal,13329049,"0,196",Q4,22.0,87.0,290.0,3480.0,259.0,290.0,"0,75","40,00",Eastern Europe,University of Agricultural Sciences and Veterinary Medicine,2007-2022,Agronomy and Crop Science;Animal Science and Zoology,Agricultural and Biological Sciences,Croatia,https://jcea.agr.hr/,Europe,15,326,341,0.04398826979472141
6536,journal,Journal-of-Chemical-Ecology,0,home,https://link.springer.com/journal/10886,6476.0,23342.0,Journal of Chemical Ecology,journal,"15731561, 00980331","0,753",Q1,126.0,75.0,288.0,4264.0,735.0,284.0,"2,42","56,85",Northern America,Springer New York,1975-2022,Biochemistry;Medicine,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",United States,https://www.springer.com/journal/10886,North America,1,1203,1204,0.0008305647840531562
6537,journal,Journal-of-Chemical-Metrology,0,home,https://www.acgpubs.org/journal/journal-of-chemical-metrology,15291.0,21101030820.0,Journal of Chemical Metrology,journal,13076183,"0,295",Q3,5.0,14.0,35.0,387.0,51.0,35.0,"1,46","27,64",Middle East,ACG Publications,2020-2022,Toxicology,"Chemistry; Pharmacology, Toxicology and Pharmaceutics",Turkey,https://www.acgpubs.org/journal/journal-of-chemical-metrology,Asia,153,978,1131,0.13527851458885942
6538,journal,Journal-of-Chest-Surgery,0,home,https://www.jchestsurg.org/main.html,21143.0,21101047190.0,Journal of Chest Surgery,journal,"27651614, 27651606","0,163",Q4,3.0,68.0,103.0,1406.0,48.0,103.0,"0,47","20,68",Asiatic Region,Associacao Brasileira de Engenharia de Producao,2021-2022,Cardiology and Cardiovascular Medicine;Pulmonary and Respiratory Medicine;Surgery,Medicine,South Korea,https://www.jchestsurg.org/main.html,Asia,5,8,13,0.38461538461538464
6539,journal,Journal-of-Child-Science,0,home,https://www.thieme-connect.com/products/ejournals/journal/10.1055/s-00033103,22694.0,21100873489.0,Journal of Child Science,journal,24745871,"0,139",Q4,10.0,34.0,117.0,1013.0,34.0,111.0,"0,29","29,79",Western Europe,Georg Thieme Verlag,2017-2022,"Pediatrics, Perinatology and Child Health;Surgery",Medicine,Germany,https://www.thieme.com/books-main/surgery/product/4002-journal-of-child-science,Europe,28,751,779,0.03594351732991014
6540,journal,Journal-of-Child-and-Adolescent-Trauma,0,home,https://link.springer.com/journal/40653,6916.0,19700187806.0,Journal of Child and Adolescent Trauma,journal,"19361521, 1936153X","0,716",Q1,25.0,133.0,161.0,7781.0,383.0,154.0,"2,09","58,50",Western Europe,Springer International Publishing AG,2010-2022,Emergency Medicine;Critical Care and Intensive Care Medicine,Medicine,Switzerland,https://www.springer.com/journal/40653,Europe,1,1066,1067,0.0009372071227741331
6541,journal,Journal-of-Child-and-Family-Studies,0,home,https://link.springer.com/journal/10826,4836.0,15399.0,Journal of Child and Family Studies,journal,"15732843, 10621024","0,918",Q2,87.0,375.0,843.0,24254.0,2642.0,841.0,"2,45","64,68",Northern America,Springer New York,1992-2022,Developmental and Educational Psychology;Life-span and Life-course Studies,Psychology; Social Sciences,United States,https://www.springer.com/journal/10826,North America,1,1107,1108,0.0009025270758122744
6542,journal,Journal-of-Childhood-Education-and-Society,0,home,https://www.j-ces.com/index.php/jces,15845.0,21101085514.0,"Journal of Childhood, Education and Society",journal,2717638X,"0,279",Q3,3.0,24.0,39.0,1158.0,39.0,38.0,"1,00","48,25",Middle East,Istanbul Kultur University,2020-2022,Developmental and Educational Psychology,Psychology; Social Sciences,Turkey,https://www.j-ces.com/index.php/jces,Asia,32,814,846,0.037825059101654845
6543,journal,Journal-of-Children-s-Services,0,home,https://www.emerald.com/insight/publication/issn/1746-6660,11452.0,19700173116.0,Journal of Children's Services,journal,17466660,"0,445",Q1,24.0,17.0,78.0,968.0,117.0,74.0,"1,50","56,94",Western Europe,Emerald Group Publishing Ltd.,2006-2022,Health;Developmental and Educational Psychology,Psychology; Social Sciences,United Kingdom,https://www.emerald.com/insight/publication/issn/1746-6660,Europe,6,981,987,0.0060790273556231
6544,journal,Journal-of-Chinese-Institute-of-Food-Science-and-Technology,0,home,http://zgspxb.cnjournals.org/zgspxb/home,22842.0,21100239240.0,Journal of Chinese Institute of Food Science and Technology,journal,10097848,"0,137",Q4,10.0,520.0,1372.0,19833.0,699.0,1372.0,"0,51","38,14",Asiatic Region,zhong guo shi pin xue bao bian ji bu,2013-2022,Food Science,Agricultural and Biological Sciences,China,http://zgspxb.cnjournals.org/ch/index.aspx,Asia,365,1831,2196,0.1662112932604736
6545,journal,Journal-of-Chinese-Medicine,0,home,https://www.jcm.co.uk/#,22911.0,66743.0,Journal of Chinese Medicine,journal,01438042,"0,136",Q4,9.0,28.0,86.0,666.0,9.0,78.0,"0,14","23,79",Western Europe,Journal of Chinese Medicine,2001-2022,Complementary and Alternative Medicine,Medicine,United Kingdom,https://www.jcm.co.uk/#,Europe,42,2272,2314,0.018150388936905792
